Word  Worst  Mean
holey   308  23.37
alefs   308  23.61
enols   308  23.61
leafs   308  23.61
loric   308  23.61
wales   308  23.61
cogie   308  23.86
koine   308  24.10
nomes   308  24.88
siker   308  24.88
reiks   308  25.43
alews   308  25.71
kiers   308  25.71
keirs   308  26.00
rorie   308  26.30
lokes   308  27.55
oorie   308  29.67
angel   309  18.81
genal   309  18.81
glean   309  19.12
angle   309  19.28
pated   309  19.95
taped   309  20.30
sharn   309  20.85
apted   309  21.23
forel   309  21.23
lovie   309  21.63
voile   309  22.47
troke   309  22.69
harns   309  22.91
adept   309  23.61
toker   309  24.36
unais   309  25.15
olive   309  25.43
rubai   309  26.60
oasis   309  33.54
tapir   310  18.81
aroid   310  18.81
moten   310  19.28
flier   310  19.45
monte   310  19.61
molar   310  19.78
filer   310  20.12
cutie   310  20.30
moral   310  20.66
souce   310  20.66
romal   310  20.85
doest   310  21.04
rifle   310  21.23
bagie   310  21.23
lifer   310  21.23
trike   310  21.43
bigae   310  21.83
melon   310  22.04
lemon   310  22.04
genua   310  22.04
mento   310  22.04
cites   310  22.25
atrip   310  22.47
parti   310  22.47
terms   310  22.47
ropey   310  22.69
trems   310  23.14
ethal   310  23.37
tices   310  23.37
lours   310  24.10
rouls   310  24.10
kiter   310  25.43
cesti   310  26.00
yurta   310  26.00
youse   310  28.22
cairn   311  18.37
tiled   311  18.37
lited   311  19.61
tilde   311  20.12
hoten   311  20.12
flote   311  20.48
poule   311  21.63
pacey   311  22.25
pleon   311  22.25
loupe   311  22.47
rowel   311  22.47
naric   311  22.69
lower   311  23.86
autos   311  23.86
owler   311  24.62
hayed   311  25.15
amove   311  27.88
yeahs   311  29.29
psoai   311  30.05
space   312  18.66
caneh   312  19.45
hance   312  19.45
slake   312  19.45
scape   312  19.78
frise   312  20.48
shame   312  20.85
fries   312  20.85
sheol   312  21.04
hoary   312  21.43
goras   312  22.25
owlet   312  22.25
capes   312  22.47
fiers   312  22.47
serif   312  22.69
fires   312  22.69
sargo   312  22.69
enorm   312  22.91
gynae   312  22.91
poyse   312  22.91
paces   312  23.14
towel   312  23.37
cutey   312  23.37
leaks   312  23.61
reifs   312  23.61
nache   312  24.10
wairs   312  24.10
agros   312  24.88
refis   312  24.88
fayne   312  25.15
kales   312  25.15
toges   312  25.15
hames   312  26.30
lakes   312  27.55
tryke   312  28.57
kyloe   312  31.27
crame   313  18.08
alist   313  18.22
culet   313  19.61
macer   313  19.61
cream   313  19.78
tails   313  20.30
trild   313  20.30
facet   313  21.04
apron   313  21.23
ounce   313  22.04
boles   313  22.25
goest   313  22.25
outed   313  22.25
fairs   313  22.69
fiars   313  23.14
hemal   313  23.37
lobes   313  23.37
litas   313  23.61
almeh   313  23.86
value   313  24.10
toyed   313  24.62
netop   313  24.88
stoke   313  25.15
ploye   313  25.15
lesbo   313  25.71
saheb   313  28.22
azine   313  28.57
uveal   313  28.57
tokes   313  30.05
tried   314  16.89
tired   314  17.94
tride   314  18.22
since   314  19.12
argot   314  19.28
prent   314  19.28
sidle   314  19.78
siled   314  19.78
gator   314  20.12
groat   314  20.12
slide   314  20.66
miner   314  20.66
sield   314  20.66
denay   314  21.04
deils   314  21.63
cines   314  22.04
diels   314  22.25
naive   314  22.47
perns   314  22.69
ankle   314  22.91
agley   314  22.91
avine   314  22.91
curia   314  22.91
delis   314  22.91
inerm   314  23.61
eilds   314  24.10
isled   314  24.36
idles   314  26.60
looie   314  28.57
naevi   314  28.57
ollie   314  28.93
xenia   314  30.85
caron   315  17.53
racon   315  18.66
acorn   315  19.12
rosin   315  20.48
narco   315  20.66
aleph   315  21.43
saver   315  22.04
roins   315  22.47
vares   315  22.47
floes   315  22.91
ornis   315  23.14
noirs   315  23.37
noris   315  23.86
raves   315  23.86
irons   315  24.36
kores   315  25.43
lends   315  25.71
rokes   315  27.22
avers   315  27.55
keros   315  27.55
radon   316  18.81
smile   316  20.48
slime   316  20.66
adorn   316  20.85
andro   316  21.43
rewan   316  21.43
awner   316  21.63
plyer   316  21.63
miles   316  21.83
froes   316  22.25
reply   316  22.47
fores   316  22.47
seamy   316  22.69
goyle   316  23.61
limes   316  23.86
nirly   316  23.86
marls   316  24.10
cents   316  24.36
cymae   316  25.15
faces   316  25.15
cafes   316  25.43
ainee   316  25.71
orfes   316  26.00
latex   316  26.30
inane   316  26.60
oxies   316  36.16
slant   317  17.80
phase   317  18.81
flane   317  19.61
puler   317  19.78
velar   317  19.78
shape   317  19.95
ripen   317  20.12
brose   317  20.12
filar   317  20.30
laver   317  20.30
repin   317  20.30
flair   317  20.48
frail   317  20.48
bores   317  20.66
ravel   317  21.04
snake   317  21.23
sober   317  21.43
sewan   317  22.04
robes   317  22.25
heaps   317  22.47
lants   317  22.47
weans   317  23.61
ravey   317  24.36
wanes   317  24.36
kanes   317  26.30
rehab   317  26.60
voema   317  28.57
obias   317  31.27
borel   318  18.81
blore   318  19.28
drant   318  19.28
roble   318  19.78
santo   318  20.12
gnarl   318  20.85
maneh   318  21.63
drats   318  22.47
oracy   318  22.47
trads   318  22.47
lemur   318  22.91
darts   318  23.61
yarco   318  23.61
strad   318  23.86
aitus   318  24.88
laxer   318  26.30
raiks   318  26.60
krais   318  26.91
relax   318  27.55
rakis   318  28.57
cline   319  18.51
scart   319  19.12
carts   319  20.12
scrat   319  20.30
elate   319  21.23
telae   319  21.43
flora   319  21.63
amrit   319  21.63
scent   319  21.83
octal   319  22.25
alate   319  22.25
incel   319  22.25
latte   319  22.47
incle   319  22.69
talea   319  23.14
hosey   319  24.88
gades   319  25.43
degas   319  26.00
syboe   319  27.55
egads   319  28.57
razes   319  31.27
rajes   319  34.03
trend   320  19.61
drent   320  19.78
smelt   320  20.85
besot   320  21.63
poley   320  22.69
melts   320  22.91
tragi   320  22.91
botes   320  23.61
loche   320  23.61
steak   320  24.10
girls   320  24.10
pokie   320  26.30
loden   321  19.95
sapor   321  20.12
tiger   321  20.30
glace   321  20.30
praos   321  20.85
olden   321  21.04
apiol   321  21.23
sopra   321  21.83
meson   321  22.04
proas   321  22.04
motey   321  22.25
scray   321  23.37
scary   321  23.86
psora   321  23.86
waide   321  24.36
aspro   321  25.71
crays   321  26.00
raxes   321  30.85
tozie   321  32.14
drain   322  17.80
dinar   322  18.08
ranid   322  18.81
delay   322  19.12
swire   322  19.78
tamed   322  20.12
nadir   322  20.48
mated   322  21.04
swole   322  21.23
coted   322  21.63
loued   322  21.83
wiser   322  22.04
douar   322  22.04
sowle   322  22.04
weirs   322  22.25
wries   322  22.25
layed   322  22.47
leady   322  22.47
sweir   322  22.47
wires   322  22.69
sneak   322  22.91
lowse   322  22.91
tyred   322  23.37
truly   322  23.61
yodle   322  24.10
yodel   322  24.62
skean   322  24.88
lowes   322  25.15
lyted   322  26.00
odyle   322  26.60
doter   323  18.66
roted   323  18.81
trode   323  18.81
epact   323  20.66
meath   323  20.85
gruel   323  21.04
trave   323  21.04
copse   323  21.23
taver   323  21.23
gluer   323  21.43
luger   323  21.43
scope   323  21.83
gated   323  22.47
copes   323  23.14
avert   323  23.37
knelt   323  26.00
ngaio   323  26.00
cetyl   323  26.60
drone   324  17.94
doner   324  18.08
ronde   324  18.37
redon   324  19.45
clary   324  20.30
spaed   324  21.23
house   324  21.63
beaty   324  21.63
ergot   324  21.63
sepad   324  21.63
spade   324  21.83
redly   324  22.04
fiery   324  23.61
reify   324  24.62
lords   324  24.88
lycra   324  24.88
quale   324  33.54
morat   325  18.22
clade   325  18.66
decal   325  19.61
pance   325  19.61
amort   325  20.30
coals   325  20.30
colas   325  20.66
leare   325  20.66
calos   325  20.85
laced   325  20.85
ramin   325  20.85
minar   325  21.04
pecan   325  21.23
laree   325  21.43
togue   325  21.63
leear   325  22.47
alcos   325  22.69
blent   325  22.69
inarm   325  23.37
areal   325  23.61
brens   325  24.36
agued   325  24.88
hyles   325  27.55
brace   326  18.22
cabre   326  18.37
snail   326  18.81
slain   326  18.81
tribe   326  19.28
caber   326  19.28
rebit   326  19.45
biter   326  19.78
unset   326  20.48
relet   326  21.04
saree   326  21.23
seare   326  21.43
tunes   326  21.63
glent   326  22.04
anils   326  22.25
amour   326  22.69
nails   326  22.69
mased   326  22.91
erase   326  23.14
tehrs   326  23.14
acerb   326  23.37
cavie   326  23.61
easer   326  23.86
meads   326  23.86
bones   326  24.10
raser   326  24.10
aidos   326  24.62
rares   326  25.15
rasse   326  25.15
saser   326  25.15
serra   326  25.43
adios   326  25.71
dames   326  25.71
areas   326  26.30
rears   326  26.60
rases   326  27.88
sears   326  28.57
arses   326  29.67
aecia   326  32.59
prest   327  17.53
perst   327  17.66
pared   327  18.97
drape   327  19.12
padre   327  19.28
viler   327  20.12
chela   327  20.48
moras   327  20.66
raped   327  20.66
boras   327  20.85
perts   327  20.85
strep   327  20.85
liver   327  21.04
rivel   327  21.04
viral   327  21.23
livre   327  21.23
wanle   327  21.23
boars   327  21.83
rival   327  22.25
coirs   327  22.25
crios   327  22.25
roams   327  22.69
decay   327  23.14
ervil   327  23.14
siroc   327  23.61
comes   327  23.86
creds   327  23.86
kayle   327  24.10
moues   327  24.62
unary   327  25.43
yarer   327  28.22
above   327  30.05
cheat   328  18.81
gilet   328  19.28
dotal   328  19.45
theca   328  19.45
blart   328  19.78
surah   328  20.48
bayle   328  20.66
ruled   328  21.23
lured   328  21.43
faros   328  22.25
legit   328  22.47
meaty   328  22.69
sofar   328  22.69
shura   328  23.37
gelts   328  24.36
afros   328  24.88
igapo   328  30.05
urari   328  33.54
quair   328  37.93
farce   329  19.28
deist   329  19.28
sited   329  19.78
parge   329  20.12
coast   329  20.30
rogue   329  20.30
dance   329  20.48
grape   329  20.66
caned   329  20.66
stied   329  20.66
rouge   329  20.85
facer   329  20.85
pager   329  21.04
dairy   329  21.23
decan   329  21.23
gaper   329  21.23
orgue   329  21.23
traik   329  21.23
dites   329  21.43
diary   329  21.63
acned   329  21.83
coats   329  21.83
tides   329  21.83
tarok   329  22.04
troak   329  22.04
costa   329  22.47
krait   329  22.91
scaur   329  23.14
diets   329  23.37
tacos   329  23.37
waney   329  23.37
trawl   329  23.61
korat   329  23.61
cunei   329  23.86
yaird   329  24.36
atocs   329  24.62
onely   329  24.62
ascot   329  24.88
arcus   329  25.43
octas   329  26.30
gyres   329  26.60
greys   329  29.29
adoze   329  35.06
labor   330  18.97
lobar   330  18.97
snort   330  19.12
bolar   330  19.12
ploat   330  19.12
boral   330  19.45
mulie   330  20.30
trons   330  21.04
ronts   330  22.04
gleis   330  22.47
alods   330  23.86
loads   330  23.86
vairs   330  24.62
fones   330  24.88
segno   330  25.71
foyer   330  26.30
rivas   330  26.60
taxer   330  26.60
odals   330  26.91
retax   330  27.55
fakie   330  28.22
extra   330  29.67
agoge   330  35.60
place   331  18.22
caple   331  18.22
grain   331  18.97
brain   331  19.61
toned   331  19.78
bairn   331  20.12
droil   331  20.85
agrin   331  21.63
noted   331  21.63
laity   331  21.83
comet   331  22.04
atony   331  22.04
comte   331  22.04
garni   331  22.25
volet   331  22.25
ayont   331  22.69
volte   331  22.69
grens   331  23.61
rangi   331  23.61
abrin   331  23.86
birls   331  23.86
ayelp   331  24.10
krone   331  24.88
meous   331  25.15
demoi   331  26.30
yules   331  26.91
agios   331  27.55
smite   332  19.78
arete   332  20.30
dolce   332  20.30
moira   332  20.30
moria   332  20.30
reate   332  20.30
treat   332  20.85
coled   332  20.85
eloin   332  21.04
tater   332  21.04
stime   332  21.43
eater   332  21.63
arett   332  21.63
beads   332  21.63
hable   332  21.63
metis   332  21.63
mites   332  21.63
arret   332  21.83
belah   332  22.04
tarre   332  22.04
rater   332  22.69
reata   332  22.69
tetra   332  22.69
times   332  22.69
terra   332  23.14
based   332  23.14
sabed   332  23.37
rudas   332  24.88
duras   332  25.43
daurs   332  25.71
duars   332  25.71
savey   332  26.00
ybore   332  26.60
fovea   332  29.67
clame   333  18.51
macle   333  19.61
camel   333  20.48
raven   333  20.85
beath   333  20.85
valse   333  21.04
bathe   333  21.63
shake   333  21.83
slave   333  21.83
salve   333  21.83
dural   333  22.25
huers   333  23.14
mobie   333  23.14
posey   333  23.14
snoek   333  23.14
vales   333  23.37
snoke   333  23.61
laves   333  23.86
selva   333  24.10
biome   333  24.36
levas   333  24.36
veals   333  24.36
mages   333  24.62
boets   333  24.88
uredo   333  25.15
games   333  25.71
soken   333  25.71
erhus   333  26.60
avels   333  28.57
usher   333  28.93
hakes   333  30.85
shine   334  18.66
maron   334  18.81
manor   334  18.97
suent   334  19.12
roman   334  20.30
toils   334  21.43
bepat   334  21.83
poets   334  21.83
norma   334  22.04
biles   334  22.25
daube   334  23.14
datos   334  23.37
doats   334  23.37
toads   334  23.37
stave   334  23.61
relie   334  24.36
gapes   334  24.88
peags   334  24.88
pages   334  25.15
rille   334  25.15
token   334  25.43
beryl   334  25.43
vesta   334  25.43
foyle   334  25.71
iller   334  26.30
boart   335  18.66
snirt   335  18.97
tabor   335  19.12
chose   335  21.04
bated   335  21.04
lover   335  21.43
abort   335  21.43
solah   335  21.43
trins   335  21.83
shoal   335  22.04
dhole   335  22.25
holed   335  22.25
shola   335  22.91
limey   335  23.61
mosey   335  23.86
halos   335  24.10
vanes   335  25.71
naves   335  26.60
dyers   335  26.91
lyric   335  28.57
treyf   335  28.57
avens   335  28.93
yerds   335  29.29
dreys   335  29.67
oches   335  30.05
yoker   335  34.03
okapi   335  38.57
price   336  18.22
cripe   336  18.97
whare   336  20.12
forte   336  20.66
fetor   336  21.04
milor   336  21.23
whear   336  21.43
buteo   336  22.25
orgia   336  22.91
ofter   336  23.61
holme   336  23.86
mohel   336  24.88
zlote   336  31.70
diner   337  17.40
freit   337  18.51
borne   337  19.12
worse   337  19.45
blite   337  19.45
rifte   337  20.30
refit   337  20.66
treif   337  20.66
boner   337  20.85
swore   337  21.04
clues   337  21.63
dolia   337  21.63
sower   337  21.83
weros   337  22.69
hawse   337  22.91
mines   337  22.91
serow   337  22.91
stend   337  22.91
luces   337  23.14
meins   337  23.37
emacs   337  23.86
owres   337  24.36
knarl   337  24.62
tends   337  24.62
dents   337  25.15
resow   337  25.15
idola   337  25.43
ferns   337  26.60
zante   337  29.29
lazes   337  31.70
zeals   337  31.70
jasey   337  32.14
quean   337  39.22
quena   337  39.22
slipe   338  18.37
spiel   338  18.51
spile   338  18.97
brine   338  19.12
curat   338  19.12
speil   338  19.45
grame   338  19.61
plies   338  19.61
crime   338  20.12
mealy   338  20.12
biner   338  20.12
marge   338  20.48
gamer   338  20.66
piles   338  20.85
lipes   338  22.04
nitro   338  22.04
grans   338  22.25
regma   338  22.47
thema   338  22.69
intro   338  22.91
brans   338  23.14
yealm   338  23.14
pirls   338  23.37
syrah   338  23.37
barns   338  23.61
cards   338  24.10
rangs   338  24.10
gnars   338  24.36
eusol   338  24.88
cakey   338  27.55
auloi   338  28.57
laxes   338  31.27
axles   338  32.14
axels   338  33.06
twire   339  19.12
write   339  19.45
twier   339  19.95
coper   339  20.12
longe   339  20.48
luted   339  21.23
bouse   339  21.63
deity   339  22.04
curls   339  23.14
geyan   339  23.14
shoed   339  24.10
hosed   339  24.36
treks   339  24.62
ileum   339  24.88
doseh   339  25.15
hyena   339  26.00
items   339  27.22
kenos   339  30.05
brent   340  19.95
limen   340  21.43
clept   340  21.63
whale   340  22.47
tepoy   340  22.91
celom   340  23.86
voice   340  24.36
curli   340  24.36
centu   340  25.71
strag   340  25.71
inula   340  26.30
jeats   340  32.14
tajes   340  35.06
spelt   341  18.37
slept   341  18.51
grade   341  19.12
grant   341  19.28
ragde   341  19.28
crake   341  19.61
crept   341  19.95
radge   341  19.95
turme   341  19.95
muter   341  20.30
raged   341  20.30
coney   341  20.48
hoard   341  20.66
pelts   341  21.04
creak   341  21.23
defat   341  22.25
pryse   341  22.25
fated   341  22.47
freon   341  22.47
spyre   341  22.69
mouse   341  23.14
chiao   341  23.61
pyres   341  23.61
ovine   341  24.10
kaneh   341  24.88
edits   341  25.15
safed   341  25.43
twyer   341  25.71
aulic   341  26.30
preys   341  26.30
fades   341  26.91
acker   341  27.55
senza   341  31.27
janes   341  34.03
jeans   341  35.06
nazes   341  35.06
zetas   341  36.73
paned   342  20.30
loath   342  21.23
eaten   342  22.25
lotah   342  22.25
noble   342  22.69
belon   342  22.91
